Organizador,Ano_Mes,Dia_da_Semana,Tipo_Dia,Objetivo,Date,AdSet_name,Amount_spent,Link_clicks,Impressions,Conversions,Segmentação,Tipo_de_Anúncio,Fase
5206,2025 | Maio,Sexta-Feira,Dia útil,Leads,2025-05-23,topfunnel_interesses_cloud_estatico_v1,44.09,21,2605,3,Interesses_Cloud,Estático,5º Lançamento | Leads
5548,2025 | Maio,Sexta-Feira,Dia útil,Leads,2025-05-23,topfunnel_cargos_tech_video_v1,51.76,120,5496,10,Cargos_Tecnologia,Video,5º Lançamento | Vendas
5794,2025 | Maio,Sexta-Feira,Dia útil,Leads,2025-05-23,topfunnel_interesses_cloud_video_v2,19.32,22,1014,1,Interesses_Cloud,Video,5º Lançamento | Leads
1341,2025 | Maio,Sábado,Final de Semana,Leads,2025-05-24,topfunnel_interesses_programacao_video_v2,24.00,26,1183,2,Interesses_Programacao,Video,5º Lançamento | Leads
1881,2025 | Maio,Sábado,Final de Semana,Leads,2025-05-24,topfunnel_cargos_tech_video_v2,56.25,59,2641,15,Cargos_Tecnologia,Video,5º Lançamento | Leads
1886,2025 | Maio,Sábado,Final de Semana,Leads,2025-05-24,topfunnel_interesses_programacao_video_v2,63.41,61,3380,11,Interesses_Programacao,Video,5º Lançamento | Vendas
1951,2025 | Maio,Sábado,Final de Semana,Leads,2025-05-24,topfunnel_broad_tech_estatico_v2,60.31,83,3914,15,Broad_Tecnologia,Estático,5º Lançamento | Vendas
2453,2025 | Maio,Sábado,Final de Semana,Leads,2025-05-24,topfunnel_cargos_tech_video_v2,11.32,7,559,1,Cargos_Tecnologia,Video,5º Lançamento | Leads
2880,2025 | Maio,Sábado,Final de Semana,Leads,2025-05-24,topfunnel_interesses_programacao_video_v3,37.78,17,1494,3,Interesses_Programacao,Video,5º Lançamento | Leads
3436,2025 | Maio,Sábado,Final de Semana,Leads,2025-05-24,topfunnel_interesses_programacao_video_v1,51.32,68,3125,7,Interesses_Programacao,Video,5º Lançamento | Leads
3721,2025 | Maio,Sábado,Final de Semana,Leads,2025-05-24,topfunnel_interesses_programacao_video_v1,51.54,157,6885,15,Interesses_Programacao,Video,5º Lançamento | Vendas
3752,2025 | Maio,Sábado,Final de Semana,Leads,2025-05-24,topfunnel_lal1_clientes_estatico_v2,91.47,221,11928,33,LookALike_Clientes_1,Estático,5º Lançamento | Leads
4047,2025 | Maio,Sábado,Final de Semana,Leads,2025-05-24,topfunnel_lal1_clientes_estatico_v1,32.18,15,1832,3,LookALike_Clientes_1,Estático,5º Lançamento | Leads
4050,2025 | Maio,Sábado,Final de Semana,Leads,2025-05-24,topfunnel_broad_tech_estatico_v3,62.91,39,5610,10,Broad_Tecnologia,Estático,5º Lançamento | Leads
4992,2025 | Maio,Sábado,Final de Semana,Leads,2025-05-24,midfunnel_rmkt_60d_estatico_v3,24.56,33,1271,8,Remarketing_60dias,Estático,5º Lançamento | Leads
5142,2025 | Maio,Sábado,Final de Semana,Awareness,2025-05-24,topfunnel_interesses_cloud_estatico_v2,6.73,9,841,,Interesses_Cloud,Estático,5º Lançamento | Live
2476,2025 | Maio,Domingo,Final de Semana,Leads,2025-05-25,midfunnel_rmkt_60d_video_v1,21.51,19,1237,1,Remarketing_60dias,Video,5º Lançamento | Leads
2646,2025 | Maio,Domingo,Final de Semana,Awareness,2025-05-25,midfunnel_rmkt_60d_video_v1,44.81,37,2633,7,Remarketing_60dias,Video,5º Lançamento | Live
2932,2025 | Maio,Domingo,Final de Semana,Leads,2025-05-25,topfunnel_broad_tech_estatico_v1,42.03,26,3074,6,Broad_Tecnologia,Estático,5º Lançamento | Leads
3157,2025 | Maio,Domingo,Final de Semana,Leads,2025-05-25,midfunnel_rmkt_60d_estatico_v1,31.42,21,2491,2,Remarketing_60dias,Estático,5º Lançamento | Vendas
3885,2025 | Maio,Domingo,Final de Semana,Leads,2025-05-25,topfunnel_broad_tech_estatico_v2,140.12,90,13306,13,Broad_Tecnologia,Estático,5º Lançamento | Vendas
3888,2025 | Maio,Domingo,Final de Semana,Leads,2025-05-25,topfunnel_broad_tech_video_v1,35.25,22,1674,5,Broad_Tecnologia,Video,5º Lançamento | Leads
3952,2025 | Maio,Domingo,Final de Semana,Leads,2025-05-25,midfunnel_rmkt_60d_estatico_v1,21.28,19,1164,4,Remarketing_60dias,Estático,5º Lançamento | Leads
4097,2025 | Maio,Domingo,Final de Semana,Awareness,2025-05-25,midfunnel_rmkt_60d_video_v1,54.81,50,4546,4,Remarketing_60dias,Video,5º Lançamento | Live
4409,2025 | Maio,Domingo,Final de Semana,Leads,2025-05-25,topfunnel_broad_tech_estatico_v1,21.59,24,1961,4,Broad_Tecnologia,Estático,5º Lançamento | Leads
4420,2025 | Maio,Domingo,Final de Semana,Awareness,2025-05-25,topfunnel_interesses_programacao_estatico_v1,15.00,8,695,,Interesses_Programacao,Estático,5º Lançamento | Live
4528,2025 | Maio,Domingo,Final de Semana,Leads,2025-05-25,midfunnel_rmkt_60d_video_v2,20.47,25,1159,4,Remarketing_60dias,Video,5º Lançamento | Leads
4945,2025 | Maio,Domingo,Final de Semana,Leads,2025-05-25,midfunnel_rmkt_60d_video_v1,114.94,232,8216,20,Remarketing_60dias,Video,5º Lançamento | Leads
5024,2025 | Maio,Domingo,Final de Semana,Awareness,2025-05-25,topfunnel_cargos_tech_video_v2,33.11,29,2306,5,Cargos_Tecnologia,Video,5º Lançamento | Live
5109,2025 | Maio,Domingo,Final de Semana,Leads,2025-05-25,midfunnel_rmkt_60d_estatico_v1,23.45,33,1430,5,Remarketing_60dias,Estático,5º Lançamento | Leads
5169,2025 | Maio,Domingo,Final de Semana,Leads,2025-05-25,topfunnel_broad_tech_estatico_v3,23.88,34,2791,5,Broad_Tecnologia,Estático,5º Lançamento | Leads
5519,2025 | Maio,Domingo,Final de Semana,Awareness,2025-05-25,midfunnel_rmkt_60d_video_v1,18.02,21,1270,1,Remarketing_60dias,Video,5º Lançamento | Live
5745,2025 | Maio,Domingo,Final de Semana,Awareness,2025-05-25,topfunnel_lal1_clientes_video_v1,31.93,47,2253,5,LookALike_Clientes_1,Video,5º Lançamento | Live
5783,2025 | Maio,Domingo,Final de Semana,Leads,2025-05-25,topfunnel_cargos_tech_estatico_v1,94.37,60,7017,12,Cargos_Tecnologia,Estático,5º Lançamento | Leads
3420,2025 | Maio,Segunda-Feira,Dia útil,Leads,2025-05-26,midfunnel_rmkt_60d_video_v2,86.59,101,6547,25,Remarketing_60dias,Video,5º Lançamento | Vendas
3831,2025 | Maio,Segunda-Feira,Dia útil,Awareness,2025-05-26,midfunnel_rmkt_60d_estatico_v2,20.26,25,1449,,Remarketing_60dias,Estático,5º Lançamento | Live
4014,2025 | Maio,Segunda-Feira,Dia útil,Leads,2025-05-26,topfunnel_interesses_programacao_estatico_v2,62.61,43,3257,4,Interesses_Programacao,Estático,5º Lançamento | Leads
4221,2025 | Maio,Segunda-Feira,Dia útil,Leads,2025-05-26,topfunnel_lal1_clientes_video_v3,69.39,89,4800,20,LookALike_Clientes_1,Video,5º Lançamento | Vendas
4423,2025 | Maio,Segunda-Feira,Dia útil,Leads,2025-05-26,midfunnel_rmkt_60d_estatico_v1,40.00,55,2847,9,Remarketing_60dias,Estático,5º Lançamento | Leads
5062,2025 | Maio,Segunda-Feira,Dia útil,Leads,2025-05-26,topfunnel_lal1_clientes_video_v2,0.00,,0,,LookALike_Clientes_1,Video,5º Lançamento | Leads
5220,2025 | Maio,Segunda-Feira,Dia útil,Leads,2025-05-26,topfunnel_interesses_cloud_video_v1,44.71,43,3196,3,Interesses_Cloud,Video,5º Lançamento | Vendas
5328,2025 | Maio,Segunda-Feira,Dia útil,Leads,2025-05-26,topfunnel_broad_tech_video_v3,76.14,68,9923,11,Broad_Tecnologia,Video,5º Lançamento | Leads
5585,2025 | Maio,Segunda-Feira,Dia útil,Awareness,2025-05-26,midfunnel_rmkt_60d_video_v2,59.32,39,3464,4,Remarketing_60dias,Video,5º Lançamento | Live
5825,2025 | Maio,Segunda-Feira,Dia útil,Leads,2025-05-26,midfunnel_rmkt_60d_video_v2,43.10,42,2416,9,Remarketing_60dias,Video,5º Lançamento | Leads
1056,2025 | Maio,Terça-Feira,Dia útil,Leads,2025-05-27,topfunnel_interesses_programacao_estatico_v1,61.58,43,3426,5,Interesses_Programacao,Estático,5º Lançamento | Leads
1226,2025 | Maio,Terça-Feira,Dia útil,Leads,2025-05-27,midfunnel_rmkt_60d_estatico_v1,123.03,263,9539,30,Remarketing_60dias,Estático,5º Lançamento | Leads
1343,2025 | Maio,Terça-Feira,Dia útil,Leads,2025-05-27,topfunnel_interesses_cloud_estatico_v2,67.03,143,6663,30,Interesses_Cloud,Estático,5º Lançamento | Vendas
1351,2025 | Maio,Terça-Feira,Dia útil,Leads,2025-05-27,topfunnel_cargos_tech_video_v2,2.60,6,242,2,Cargos_Tecnologia,Video,5º Lançamento | Leads
1594,2025 | Maio,Terça-Feira,Dia útil,Leads,2025-05-27,topfunnel_broad_tech_video_v1,0.00,,0,,Broad_Tecnologia,Video,5º Lançamento | Leads
1660,2025 | Maio,Terça-Feira,Dia útil,Leads,2025-05-27,topfunnel_interesses_programacao_video_v1,12.71,13,948,,Interesses_Programacao,Video,5º Lançamento | Leads
2209,2025 | Maio,Terça-Feira,Dia útil,Leads,2025-05-27,topfunnel_broad_tech_estatico_v2,128.19,59,9947,4,Broad_Tecnologia,Estático,5º Lançamento | Vendas
2819,2025 | Maio,Terça-Feira,Dia útil,Leads,2025-05-27,topfunnel_cargos_tech_estatico_v1,29.12,9,2018,,Cargos_Tecnologia,Estático,5º Lançamento | Leads
3238,2025 | Maio,Terça-Feira,Dia útil,Leads,2025-05-27,topfunnel_interesses_programacao_estatico_v2,21.47,4,937,,Interesses_Programacao,Estático,5º Lançamento | Leads
3239,2025 | Maio,Terça-Feira,Dia útil,Leads,2025-05-27,topfunnel_broad_tech_estatico_v1,25.48,15,2088,2,Broad_Tecnologia,Estático,5º Lançamento | Leads
3415,2025 | Maio,Terça-Feira,Dia útil,Leads,2025-05-27,topfunnel_interesses_cloud_estatico_v2,44.00,42,3244,6,Interesses_Cloud,Estático,5º Lançamento | Leads
3491,2025 | Maio,Terça-Feira,Dia útil,Awareness,2025-05-27,topfunnel_broad_tech_video_v3,23.55,18,1393,1,Broad_Tecnologia,Video,5º Lançamento | Live
3801,2025 | Maio,Terça-Feira,Dia útil,Leads,2025-05-27,topfunnel_broad_tech_video_v1,67.20,113,7705,12,Broad_Tecnologia,Video,5º Lançamento | Leads
3811,2025 | Maio,Terça-Feira,Dia útil,Leads,2025-05-27,topfunnel_cargos_tech_estatico_v2,6.18,8,343,,Cargos_Tecnologia,Estático,5º Lançamento | Leads
4060,2025 | Maio,Terça-Feira,Dia útil,Leads,2025-05-27,topfunnel_lal1_clientes_video_v1,0.00,,0,,LookALike_Clientes_1,Video,5º Lançamento | Leads
5140,2025 | Maio,Terça-Feira,Dia útil,Awareness,2025-05-27,topfunnel_interesses_cloud_video_v1,39.73,25,4249,2,Interesses_Cloud,Video,5º Lançamento | Live
5366,2025 | Maio,Terça-Feira,Dia útil,Leads,2025-05-27,midfunnel_rmkt_60d_estatico_v1,24.81,135,5584,18,Remarketing_60dias,Estático,5º Lançamento | Leads
5557,2025 | Maio,Terça-Feira,Dia útil,Leads,2025-05-27,topfunnel_interesses_cloud_video_v2,92.89,80,5091,8,Interesses_Cloud,Video,5º Lançamento | Leads
1131,2025 | Maio,Quarta-Feira,Dia útil,Leads,2025-05-28,topfunnel_interesses_cloud_video_v1,92.98,74,8142,14,Interesses_Cloud,Video,5º Lançamento | Leads
1529,2025 | Maio,Quarta-Feira,Dia útil,Leads,2025-05-28,midfunnel_rmkt_60d_estatico_v2,52.32,34,4769,11,Remarketing_60dias,Estático,5º Lançamento | Leads
1827,2025 | Maio,Quarta-Feira,Dia útil,Leads,2025-05-28,topfunnel_lal1_clientes_estatico_v3,9.09,9,813,2,LookALike_Clientes_1,Estático,5º Lançamento | Leads
2089,2025 | Maio,Quarta-Feira,Dia útil,Awareness,2025-05-28,topfunnel_interesses_cloud_video_v1,62.64,33,4565,4,Interesses_Cloud,Video,5º Lançamento | Live
2288,2025 | Maio,Quarta-Feira,Dia útil,Leads,2025-05-28,topfunnel_broad_tech_estatico_v1,5.99,2,344,1,Broad_Tecnologia,Estático,5º Lançamento | Vendas
2388,2025 | Maio,Quarta-Feira,Dia útil,Leads,2025-05-28,topfunnel_broad_tech_video_v2,10.03,12,541,1,Broad_Tecnologia,Video,5º Lançamento | Vendas
3078,2025 | Maio,Quarta-Feira,Dia útil,Leads,2025-05-28,topfunnel_interesses_programacao_estatico_v1,23.78,27,1320,7,Interesses_Programacao,Estático,5º Lançamento | Leads
3194,2025 | Maio,Quarta-Feira,Dia útil,Leads,2025-05-28,topfunnel_broad_tech_video_v1,113.45,206,10069,36,Broad_Tecnologia,Video,5º Lançamento | Leads
3764,2025 | Maio,Quarta-Feira,Dia útil,Leads,2025-05-28,topfunnel_broad_tech_video_v1,86.59,72,4852,4,Broad_Tecnologia,Video,5º Lançamento | Leads
4124,2025 | Maio,Quarta-Feira,Dia útil,Leads,2025-05-28,topfunnel_broad_tech_estatico_v2,62.14,87,3582,20,Broad_Tecnologia,Estático,5º Lançamento | Leads
5005,2025 | Maio,Quarta-Feira,Dia útil,Leads,2025-05-28,topfunnel_interesses_programacao_estatico_v2,15.28,14,887,,Interesses_Programacao,Estático,5º Lançamento | Leads
5125,2025 | Maio,Quarta-Feira,Dia útil,Leads,2025-05-28,topfunnel_interesses_programacao_video_v3,77.85,25,4324,4,Interesses_Programacao,Video,5º Lançamento | Leads
5711,2025 | Maio,Quarta-Feira,Dia útil,Leads,2025-05-28,topfunnel_interesses_cloud_estatico_v1,47.99,79,4262,14,Interesses_Cloud,Estático,5º Lançamento | Leads
1163,2025 | Maio,Quinta-Feira,Dia útil,Awareness,2025-05-29,topfunnel_interesses_programacao_video_v1,21.39,25,1369,1,Interesses_Programacao,Video,5º Lançamento | Live
1220,2025 | Maio,Quinta-Feira,Dia útil,Leads,2025-05-29,topfunnel_lal1_clientes_video_v1,21.42,28,1625,1,LookALike_Clientes_1,Video,5º Lançamento | Leads
1347,2025 | Maio,Quinta-Feira,Dia útil,Leads,2025-05-29,topfunnel_lal1_clientes_video_v2,46.54,155,5872,29,LookALike_Clientes_1,Video,5º Lançamento | Leads
1685,2025 | Maio,Quinta-Feira,Dia útil,Leads,2025-05-29,topfunnel_cargos_tech_estatico_v1,25.21,41,2144,3,Cargos_Tecnologia,Estático,5º Lançamento | Leads
1878,2025 | Maio,Quinta-Feira,Dia útil,Leads,2025-05-29,midfunnel_rmkt_60d_estatico_v1,26.04,49,2052,12,Remarketing_60dias,Estático,5º Lançamento | Leads
2249,2025 | Maio,Quinta-Feira,Dia útil,Leads,2025-05-29,midfunnel_rmkt_60d_estatico_v1,24.87,26,1413,7,Remarketing_60dias,Estático,5º Lançamento | Leads
2481,2025 | Maio,Quinta-Feira,Dia útil,Leads,2025-05-29,midfunnel_rmkt_60d_video_v2,18.58,9,998,1,Remarketing_60dias,Video,5º Lançamento | Leads
2951,2025 | Maio,Quinta-Feira,Dia útil,Leads,2025-05-29,topfunnel_interesses_programacao_video_v3,8.10,10,614,2,Interesses_Programacao,Video,5º Lançamento | Leads
2999,2025 | Maio,Quinta-Feira,Dia útil,Leads,2025-05-29,topfunnel_interesses_programacao_estatico_v1,63.10,34,4288,9,Interesses_Programacao,Estático,5º Lançamento | Leads
3267,2025 | Maio,Quinta-Feira,Dia útil,Leads,2025-05-29,topfunnel_lal1_clientes_video_v2,16.40,17,993,4,LookALike_Clientes_1,Video,5º Lançamento | Leads
3480,2025 | Maio,Quinta-Feira,Dia útil,Leads,2025-05-29,topfunnel_broad_tech_video_v1,33.33,19,2340,4,Broad_Tecnologia,Video,5º Lançamento | Leads
3482,2025 | Maio,Quinta-Feira,Dia útil,Awareness,2025-05-29,topfunnel_interesses_cloud_video_v2,54.18,24,2670,1,Interesses_Cloud,Video,5º Lançamento | Live
3833,2025 | Maio,Quinta-Feira,Dia útil,Leads,2025-05-29,topfunnel_interesses_programacao_estatico_v1,0.00,,0,,Interesses_Programacao,Estático,5º Lançamento | Leads
4012,2025 | Maio,Quinta-Feira,Dia útil,Leads,2025-05-29,topfunnel_interesses_programacao_video_v1,24.21,39,1668,10,Interesses_Programacao,Video,5º Lançamento | Leads
4028,2025 | Maio,Quinta-Feira,Dia útil,Leads,2025-05-29,topfunnel_interesses_programacao_estatico_v2,62.95,80,7140,19,Interesses_Programacao,Estático,5º Lançamento | Leads
4138,2025 | Maio,Quinta-Feira,Dia útil,Leads,2025-05-29,topfunnel_interesses_cloud_video_v3,16.03,18,865,3,Interesses_Cloud,Video,5º Lançamento | Leads
4991,2025 | Maio,Quinta-Feira,Dia útil,Leads,2025-05-29,topfunnel_cargos_tech_estatico_v1,35.78,48,1953,9,Cargos_Tecnologia,Estático,5º Lançamento | Leads
5032,2025 | Maio,Quinta-Feira,Dia útil,Awareness,2025-05-29,topfunnel_interesses_cloud_video_v1,28.63,38,2133,4,Interesses_Cloud,Video,5º Lançamento | Live
5074,2025 | Maio,Quinta-Feira,Dia útil,Awareness,2025-05-29,topfunnel_cargos_tech_video_v2,93.83,43,4944,4,Cargos_Tecnologia,Video,5º Lançamento | Live
5518,2025 | Maio,Quinta-Feira,Dia útil,Leads,2025-05-29,topfunnel_lal1_clientes_video_v1,78.32,103,6681,17,LookALike_Clientes_1,Video,5º Lançamento | Leads
5562,2025 | Maio,Quinta-Feira,Dia útil,Leads,2025-05-29,topfunnel_interesses_cloud_video_v2,43.69,131,8886,22,Interesses_Cloud,Video,5º Lançamento | Leads
1634,2025 | Maio,Sexta-Feira,Dia útil,Leads,2025-05-30,topfunnel_broad_tech_video_v2,96.81,114,6248,17,Broad_Tecnologia,Video,5º Lançamento | Vendas
1859,2025 | Maio,Sexta-Feira,Dia útil,Leads,2025-05-30,topfunnel_broad_tech_video_v2,24.80,22,1581,5,Broad_Tecnologia,Video,5º Lançamento | Leads
1938,2025 | Maio,Sexta-Feira,Dia útil,Leads,2025-05-30,midfunnel_rmkt_60d_estatico_v1,46.56,51,2058,16,Remarketing_60dias,Estático,5º Lançamento | Leads
2796,2025 | Maio,Sexta-Feira,Dia útil,Leads,2025-05-30,topfunnel_broad_tech_estatico_v1,21.67,5,1475,1,Broad_Tecnologia,Estático,5º Lançamento | Leads
3269,2025 | Maio,Sexta-Feira,Dia útil,Leads,2025-05-30,topfunnel_cargos_tech_video_v2,30.27,18,2156,2,Cargos_Tecnologia,Video,5º Lançamento | Vendas
3570,2025 | Maio,Sexta-Feira,Dia útil,Awareness,2025-05-30,midfunnel_rmkt_60d_estatico_v1,18.09,34,3926,4,Remarketing_60dias,Estático,5º Lançamento | Live
3774,2025 | Maio,Sexta-Feira,Dia útil,Leads,2025-05-30,topfunnel_lal1_clientes_video_v2,62.75,80,4580,18,LookALike_Clientes_1,Video,5º Lançamento | Leads
4401,2025 | Maio,Sexta-Feira,Dia útil,Leads,2025-05-30,topfunnel_broad_tech_estatico_v1,33.54,93,5759,8,Broad_Tecnologia,Estático,5º Lançamento | Leads
5071,2025 | Maio,Sexta-Feira,Dia útil,Leads,2025-05-30,topfunnel_broad_tech_video_v3,105.83,94,6985,16,Broad_Tecnologia,Video,5º Lançamento | Vendas
5209,2025 | Maio,Sexta-Feira,Dia útil,Awareness,2025-05-30,midfunnel_rmkt_60d_video_v2,32.65,23,1847,3,Remarketing_60dias,Video,5º Lançamento | Live
5249,2025 | Maio,Sexta-Feira,Dia útil,Awareness,2025-05-30,topfunnel_cargos_tech_video_v1,12.14,12,595,1,Cargos_Tecnologia,Video,5º Lançamento | Live
5335,2025 | Maio,Sexta-Feira,Dia útil,Awareness,2025-05-30,topfunnel_interesses_cloud_estatico_v1,24.07,15,2363,,Interesses_Cloud,Estático,5º Lançamento | Live
1243,2025 | Maio,Sábado,Final de Semana,Awareness,2025-05-31,topfunnel_interesses_cloud_video_v2,23.51,45,3365,3,Interesses_Cloud,Video,5º Lançamento | Live
1392,2025 | Maio,Sábado,Final de Semana,Leads,2025-05-31,topfunnel_broad_tech_estatico_v3,69.94,105,5789,24,Broad_Tecnologia,Estático,5º Lançamento | Vendas
2526,2025 | Maio,Sábado,Final de Semana,Leads,2025-05-31,topfunnel_interesses_programacao_video_v1,14.60,7,793,,Interesses_Programacao,Video,5º Lançamento | Vendas
3073,2025 | Maio,Sábado,Final de Semana,Leads,2025-05-31,topfunnel_broad_tech_video_v2,27.30,51,2046,9,Broad_Tecnologia,Video,5º Lançamento | Leads
3776,2025 | Maio,Sábado,Final de Semana,Leads,2025-05-31,topfunnel_cargos_tech_video_v1,53.84,37,5725,6,Cargos_Tecnologia,Video,5º Lançamento | Leads
3897,2025 | Maio,Sábado,Final de Semana,Leads,2025-05-31,topfunnel_broad_tech_video_v3,0.00,,0,,Broad_Tecnologia,Video,5º Lançamento | Leads
4052,2025 | Maio,Sábado,Final de Semana,Leads,2025-05-31,midfunnel_rmkt_60d_video_v1,10.81,13,727,2,Remarketing_60dias,Video,5º Lançamento | Leads
4083,2025 | Maio,Sábado,Final de Semana,Leads,2025-05-31,topfunnel_broad_tech_video_v1,17.39,10,949,,Broad_Tecnologia,Video,5º Lançamento | Leads
5743,2025 | Maio,Sábado,Final de Semana,Leads,2025-05-31,topfunnel_broad_tech_estatico_v2,50.23,49,2816,7,Broad_Tecnologia,Estático,5º Lançamento | Leads
1823,2025 | Junho,Domingo,Final de Semana,Leads,2025-06-01,topfunnel_interesses_cloud_video_v2,9.48,17,744,1,Interesses_Cloud,Video,6º Lançamento | Vendas
1844,2025 | Junho,Domingo,Final de Semana,Leads,2025-06-01,topfunnel_cargos_tech_estatico_v1,40.38,20,1758,2,Cargos_Tecnologia,Estático,6º Lançamento | Leads
2122,2025 | Junho,Domingo,Final de Semana,Awareness,2025-06-01,topfunnel_broad_tech_estatico_v3,16.04,7,1031,1,Broad_Tecnologia,Estático,6º Lançamento | Live
2257,2025 | Junho,Domingo,Final de Semana,Leads,2025-06-01,topfunnel_lal1_clientes_video_v2,31.85,16,1871,2,LookALike_Clientes_1,Video,6º Lançamento | Leads
2898,2025 | Junho,Domingo,Final de Semana,Leads,2025-06-01,topfunnel_interesses_cloud_video_v1,41.38,61,5456,5,Interesses_Cloud,Video,6º Lançamento | Leads
3648,2025 | Junho,Domingo,Final de Semana,Leads,2025-06-01,topfunnel_cargos_tech_video_v1,0.00,,0,,Cargos_Tecnologia,Video,6º Lançamento | Leads
3690,2025 | Junho,Domingo,Final de Semana,Leads,2025-06-01,topfunnel_broad_tech_video_v2,31.48,42,2374,8,Broad_Tecnologia,Video,6º Lançamento | Leads
4169,2025 | Junho,Domingo,Final de Semana,Leads,2025-06-01,topfunnel_cargos_tech_estatico_v2,64.13,43,4486,11,Cargos_Tecnologia,Estático,6º Lançamento | Leads
5094,2025 | Junho,Domingo,Final de Semana,Awareness,2025-06-01,topfunnel_interesses_programacao_estatico_v3,1.94,,110,,Interesses_Programacao,Estático,6º Lançamento | Live
5146,2025 | Junho,Domingo,Final de Semana,Leads,2025-06-01,topfunnel_broad_tech_estatico_v2,0.00,,0,,Broad_Tecnologia,Estático,6º Lançamento | Leads
5555,2025 | Junho,Domingo,Final de Semana,Leads,2025-06-01,topfunnel_interesses_cloud_video_v2,62.86,107,4060,12,Interesses_Cloud,Video,6º Lançamento | Vendas
1252,2025 | Junho,Segunda-Feira,Dia útil,Leads,2025-06-02,topfunnel_interesses_cloud_estatico_v1,114.65,102,8892,13,Interesses_Cloud,Estático,6º Lançamento | Leads
2411,2025 | Junho,Segunda-Feira,Dia útil,Awareness,2025-06-02,topfunnel_interesses_cloud_video_v2,6.97,9,650,,Interesses_Cloud,Video,6º Lançamento | Live
2828,2025 | Junho,Segunda-Feira,Dia útil,Leads,2025-06-02,topfunnel_interesses_cloud_estatico_v2,118.84,161,7174,45,Interesses_Cloud,Estático,6º Lançamento | Leads
3171,2025 | Junho,Segunda-Feira,Dia útil,Leads,2025-06-02,topfunnel_broad_tech_estatico_v1,0.00,,0,,Broad_Tecnologia,Estático,6º Lançamento | Leads
3650,2025 | Junho,Segunda-Feira,Dia útil,Leads,2025-06-02,topfunnel_broad_tech_estatico_v1,44.77,35,2792,5,Broad_Tecnologia,Estático,6º Lançamento | Leads
4358,2025 | Junho,Segunda-Feira,Dia útil,Leads,2025-06-02,topfunnel_broad_tech_video_v2,120.52,164,7279,20,Broad_Tecnologia,Video,6º Lançamento | Leads
4556,2025 | Junho,Segunda-Feira,Dia útil,Leads,2025-06-02,topfunnel_lal1_clientes_estatico_v1,167.46,383,19872,65,LookALike_Clientes_1,Estático,6º Lançamento | Leads
4712,2025 | Junho,Segunda-Feira,Dia útil,Leads,2025-06-02,topfunnel_interesses_programacao_estatico_v1,29.75,26,1656,8,Interesses_Programacao,Estático,6º Lançamento | Leads
4715,2025 | Junho,Segunda-Feira,Dia útil,Leads,2025-06-02,topfunnel_lal1_clientes_estatico_v3,28.02,60,2758,6,LookALike_Clientes_1,Estático,6º Lançamento | Leads
4724,2025 | Junho,Segunda-Feira,Dia útil,Leads,2025-06-02,topfunnel_broad_tech_video_v1,55.07,102,4621,18,Broad_Tecnologia,Video,6º Lançamento | Vendas
4731,2025 | Junho,Segunda-Feira,Dia útil,Leads,2025-06-02,topfunnel_interesses_programacao_video_v2,26.61,23,1855,1,Interesses_Programacao,Video,6º Lançamento | Vendas
4869,2025 | Junho,Segunda-Feira,Dia útil,Leads,2025-06-02,topfunnel_lal1_clientes_estatico_v1,11.08,8,736,1,LookALike_Clientes_1,Estático,6º Lançamento | Leads
5675,2025 | Junho,Segunda-Feira,Dia útil,Awareness,2025-06-02,topfunnel_interesses_cloud_video_v1,72.85,91,5175,11,Interesses_Cloud,Video,6º Lançamento | Live
5776,2025 | Junho,Segunda-Feira,Dia útil,Leads,2025-06-02,topfunnel_broad_tech_estatico_v3,0.00,,0,,Broad_Tecnologia,Estático,6º Lançamento | Leads
1461,2025 | Junho,Terça-Feira,Dia útil,Leads,2025-06-03,midfunnel_rmkt_60d_video_v3,43.12,59,3397,10,Remarketing_60dias,Video,6º Lançamento | Vendas
2224,2025 | Junho,Terça-Feira,Dia útil,Leads,2025-06-03,topfunnel_cargos_tech_video_v1,45.19,20,2768,3,Cargos_Tecnologia,Video,6º Lançamento | Leads
2457,2025 | Junho,Terça-Feira,Dia útil,Awareness,2025-06-03,topfunnel_interesses_programacao_video_v1,58.30,38,2835,1,Interesses_Programacao,Video,6º Lançamento | Live
2626,2025 | Junho,Terça-Feira,Dia útil,Leads,2025-06-03,topfunnel_cargos_tech_video_v2,0.00,,0,,Cargos_Tecnologia,Video,6º Lançamento | Leads
3094,2025 | Junho,Terça-Feira,Dia útil,Leads,2025-06-03,topfunnel_interesses_programacao_video_v2,10.06,12,747,,Interesses_Programacao,Video,6º Lançamento | Leads
4119,2025 | Junho,Terça-Feira,Dia útil,Awareness,2025-06-03,midfunnel_rmkt_60d_video_v1,33.96,23,3420,2,Remarketing_60dias,Video,6º Lançamento | Live
4318,2025 | Junho,Terça-Feira,Dia útil,Awareness,2025-06-03,topfunnel_cargos_tech_estatico_v2,12.35,13,698,,Cargos_Tecnologia,Estático,6º Lançamento | Live
5339,2025 | Junho,Terça-Feira,Dia útil,Leads,2025-06-03,topfunnel_broad_tech_estatico_v2,115.32,63,9538,14,Broad_Tecnologia,Estático,6º Lançamento | Leads
5373,2025 | Junho,Terça-Feira,Dia útil,Leads,2025-06-03,topfunnel_lal1_clientes_video_v2,0.00,,0,,LookALike_Clientes_1,Video,6º Lançamento | Leads
